route_id,primary_topology,secondary_phase,tertiary_phase,primary_product,secondary_product,tertiary_product,failure_label,framework_density,largest_free_sphere,accessible_volume_izc,largest_included_sphere,framework_descriptor_json
78,SFH,,,SSZ-53,,,success,16.5,6.25219,14.88,7.35092,"{""volume"": 3645.5857343307057, ""ring_size_0"": 14.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 16.5, ""largest_free_sphere"": 6.25219, ""accessible_volume_izc"": 14.88, ""largest_free_sphere_a"": 6.25219, ""largest_free_sphere_b"": 0.86012, ""largest_free_sphere_c"": 1.37456, ""largest_free_sphere_izc"": 6.79, ""largest_included_sphere"": 7.35092, ""largest_free_sphere_a_izc"": 6.79, ""largest_free_sphere_b_izc"": 1.5, ""largest_free_sphere_c_izc"": 1.78, ""largest_included_sphere_a"": 7.31795, ""largest_included_sphere_b"": 7.30907, ""largest_included_sphere_c"": 6.64494, ""largest_included_sphere_fsp"": 7.31795, ""largest_included_sphere_izc"": 7.63, ""chan_num_channels"": 4.0, ""density"": 1.75154, ""sa_num_channels"": 4.0, ""avol_num_channels"": 4.0}"
79,,,,,,,failed_amorphous,,,,,
80,AEL,,,SAPO-11,,,success,19.2,3.88264,6.77,4.92836,"{""volume"": 2025.8932888029549, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 4.0, ""framework_density"": 19.2, ""largest_free_sphere"": 3.88264, ""accessible_volume_izc"": 6.77, ""largest_free_sphere_a"": 3.88264, ""largest_free_sphere_b"": 1.129, ""largest_free_sphere_c"": 1.1315, ""largest_free_sphere_izc"": 4.63, ""largest_included_sphere"": 4.92836, ""largest_free_sphere_a_izc"": 4.63, ""largest_free_sphere_b_izc"": 2.01, ""largest_free_sphere_c_izc"": 2.01, ""largest_included_sphere_a"": 4.92212, ""largest_included_sphere_b"": 4.10996, ""largest_included_sphere_c"": 4.91609, ""largest_included_sphere_fsp"": 4.92212, ""largest_included_sphere_izc"": 5.64, ""chan_num_channels"": 2.0, ""density"": 1.96993, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
81,AEL,,,APO-11,,,success,19.2,3.88264,6.77,4.92836,"{""volume"": 2025.8932888029549, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 4.0, ""framework_density"": 19.2, ""largest_free_sphere"": 3.88264, ""accessible_volume_izc"": 6.77, ""largest_free_sphere_a"": 3.88264, ""largest_free_sphere_b"": 1.129, ""largest_free_sphere_c"": 1.1315, ""largest_free_sphere_izc"": 4.63, ""largest_included_sphere"": 4.92836, ""largest_free_sphere_a_izc"": 4.63, ""largest_free_sphere_b_izc"": 2.01, ""largest_free_sphere_c_izc"": 2.01, ""largest_included_sphere_a"": 4.92212, ""largest_included_sphere_b"": 4.10996, ""largest_included_sphere_c"": 4.91609, ""largest_included_sphere_fsp"": 4.92212, ""largest_included_sphere_izc"": 5.64, ""chan_num_channels"": 2.0, ""density"": 1.96993, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
82,,,,,,,failed_amorphous,,,,,
83,MSE,,,YNU-2P,,,success,16.4,5.92621,16.4,6.3679,"{""volume"": 6654.815866460601, ""ring_size_0"": 12.0, ""ring_size_1"": 10.0, ""ring_size_2"": 6.0, ""ring_size_3"": 5.0, ""ring_size_4"": 4.0, ""framework_density"": 16.4, ""largest_free_sphere"": 5.92621, ""accessible_volume_izc"": 16.4, ""largest_free_sphere_a"": 4.74983, ""largest_free_sphere_b"": 4.54661, ""largest_free_sphere_c"": 5.92621, ""largest_free_sphere_izc"": 6.59, ""largest_included_sphere"": 6.3679, ""largest_free_sphere_a_izc"": 5.0, ""largest_free_sphere_b_izc"": 5.0, ""largest_free_sphere_c_izc"": 6.59, ""largest_included_sphere_a"": 6.36128, ""largest_included_sphere_b"": 6.20536, ""largest_included_sphere_c"": 6.36041, ""largest_included_sphere_fsp"": 6.36041, ""largest_included_sphere_izc"": 7.09, ""chan_num_channels"": 1.0, ""density"": 1.67915, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
84,,,,,,,failed_amorphous,,,,,
85,JRY,,,CoAPO-CJ40,,,success,18.5,3.54063,6.76,4.01032,"{""volume"": 1249.383820405984, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 4.0, ""framework_density"": 18.5, ""largest_free_sphere"": 3.54063, ""accessible_volume_izc"": 6.76, ""largest_free_sphere_a"": 1.54597, ""largest_free_sphere_b"": 3.54063, ""largest_free_sphere_c"": 0.90359, ""largest_free_sphere_izc"": 4.4, ""largest_included_sphere"": 4.01032, ""largest_free_sphere_a_izc"": 2.05, ""largest_free_sphere_b_izc"": 4.4, ""largest_free_sphere_c_izc"": 1.75, ""largest_included_sphere_a"": 4.01032, ""largest_included_sphere_b"": 4.01032, ""largest_included_sphere_c"": 3.86734, ""largest_included_sphere_fsp"": 4.01032, ""largest_included_sphere_izc"": 4.59, ""chan_num_channels"": 2.0, ""density"": 1.91656, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
86,JRY,,,ZnAPO-CJ40,,,success,18.5,3.54063,6.76,4.01032,"{""volume"": 1249.383820405984, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 4.0, ""framework_density"": 18.5, ""largest_free_sphere"": 3.54063, ""accessible_volume_izc"": 6.76, ""largest_free_sphere_a"": 1.54597, ""largest_free_sphere_b"": 3.54063, ""largest_free_sphere_c"": 0.90359, ""largest_free_sphere_izc"": 4.4, ""largest_included_sphere"": 4.01032, ""largest_free_sphere_a_izc"": 2.05, ""largest_free_sphere_b_izc"": 4.4, ""largest_free_sphere_c_izc"": 1.75, ""largest_included_sphere_a"": 4.01032, ""largest_included_sphere_b"": 4.01032, ""largest_included_sphere_c"": 3.86734, ""largest_included_sphere_fsp"": 4.01032, ""largest_included_sphere_izc"": 4.59, ""chan_num_channels"": 2.0, ""density"": 1.91656, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
87,,,,,,,failed_amorphous,,,,,
88,RTH,,,RUB-13,,,success,16.1,3.51923,16.03,7.48639,"{""volume"": 1947.989710441681, ""ring_size_0"": 8.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 16.1, ""largest_free_sphere"": 3.51923, ""accessible_volume_izc"": 16.03, ""largest_free_sphere_a"": 3.51923, ""largest_free_sphere_b"": 1.15733, ""largest_free_sphere_c"": 2.33142, ""largest_free_sphere_izc"": 4.14, ""largest_included_sphere"": 7.48639, ""largest_free_sphere_a_izc"": 4.14, ""largest_free_sphere_b_izc"": 1.67, ""largest_free_sphere_c_izc"": 2.76, ""largest_included_sphere_a"": 7.48639, ""largest_included_sphere_b"": 7.44975, ""largest_included_sphere_c"": 7.44975, ""largest_included_sphere_fsp"": 7.48639, ""largest_included_sphere_izc"": 8.18, ""chan_num_channels"": 2.0, ""density"": 1.63897, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
89,RTH,,,RUB-13,,,success,16.1,3.51923,16.03,7.48639,"{""volume"": 1947.989710441681, ""ring_size_0"": 8.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 16.1, ""largest_free_sphere"": 3.51923, ""accessible_volume_izc"": 16.03, ""largest_free_sphere_a"": 3.51923, ""largest_free_sphere_b"": 1.15733, ""largest_free_sphere_c"": 2.33142, ""largest_free_sphere_izc"": 4.14, ""largest_included_sphere"": 7.48639, ""largest_free_sphere_a_izc"": 4.14, ""largest_free_sphere_b_izc"": 1.67, ""largest_free_sphere_c_izc"": 2.76, ""largest_included_sphere_a"": 7.48639, ""largest_included_sphere_b"": 7.44975, ""largest_included_sphere_c"": 7.44975, ""largest_included_sphere_fsp"": 7.48639, ""largest_included_sphere_izc"": 8.18, ""chan_num_channels"": 2.0, ""density"": 1.63897, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
90,RTH,,,RUB-13,,,success,16.1,3.51923,16.03,7.48639,"{""volume"": 1947.989710441681, ""ring_size_0"": 8.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 16.1, ""largest_free_sphere"": 3.51923, ""accessible_volume_izc"": 16.03, ""largest_free_sphere_a"": 3.51923, ""largest_free_sphere_b"": 1.15733, ""largest_free_sphere_c"": 2.33142, ""largest_free_sphere_izc"": 4.14, ""largest_included_sphere"": 7.48639, ""largest_free_sphere_a_izc"": 4.14, ""largest_free_sphere_b_izc"": 1.67, ""largest_free_sphere_c_izc"": 2.76, ""largest_included_sphere_a"": 7.48639, ""largest_included_sphere_b"": 7.44975, ""largest_included_sphere_c"": 7.44975, ""largest_included_sphere_fsp"": 7.48639, ""largest_included_sphere_izc"": 8.18, ""chan_num_channels"": 2.0, ""density"": 1.63897, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
91,,,,,,,failed_amorphous,,,,,
92,IRR,ITQ-21,,ITQ-44,ITQ-21,,mixed_phase,11.8,11.77572,37.79,14.00654,"{""volume"": 4426.975177933422, ""ring_size_0"": 18.0, ""ring_size_1"": 12.0, ""ring_size_2"": 6.0, ""ring_size_3"": 5.0, ""ring_size_4"": 4.0, ""ring_size_5"": 3.0, ""framework_density"": 11.8, ""largest_free_sphere"": 11.77572, ""accessible_volume_izc"": 37.79, ""largest_free_sphere_a"": 5.53573, ""largest_free_sphere_b"": 5.53573, ""largest_free_sphere_c"": 11.77572, ""largest_free_sphere_izc"": 12.12, ""largest_included_sphere"": 14.00654, ""largest_free_sphere_a_izc"": 6.0, ""largest_free_sphere_b_izc"": 6.0, ""largest_free_sphere_c_izc"": 12.12, ""largest_included_sphere_a"": 14.003, ""largest_included_sphere_b"": 14.003, ""largest_included_sphere_c"": 14.00654, ""largest_included_sphere_fsp"": 14.00654, ""largest_included_sphere_izc"": 14.46, ""chan_num_channels"": 1.0, ""density"": 1.17194, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
93,IRR,,,ITQ-44,,,success,11.8,11.77572,37.79,14.00654,"{""volume"": 4426.975177933422, ""ring_size_0"": 18.0, ""ring_size_1"": 12.0, ""ring_size_2"": 6.0, ""ring_size_3"": 5.0, ""ring_size_4"": 4.0, ""ring_size_5"": 3.0, ""framework_density"": 11.8, ""largest_free_sphere"": 11.77572, ""accessible_volume_izc"": 37.79, ""largest_free_sphere_a"": 5.53573, ""largest_free_sphere_b"": 5.53573, ""largest_free_sphere_c"": 11.77572, ""largest_free_sphere_izc"": 12.12, ""largest_included_sphere"": 14.00654, ""largest_free_sphere_a_izc"": 6.0, ""largest_free_sphere_b_izc"": 6.0, ""largest_free_sphere_c_izc"": 12.12, ""largest_included_sphere_a"": 14.003, ""largest_included_sphere_b"": 14.003, ""largest_included_sphere_c"": 14.00654, ""largest_included_sphere_fsp"": 14.00654, ""largest_included_sphere_izc"": 14.46, ""chan_num_channels"": 1.0, ""density"": 1.17194, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
94,IRR,,,ITQ-44,,,success,11.8,11.77572,37.79,14.00654,"{""volume"": 4426.975177933422, ""ring_size_0"": 18.0, ""ring_size_1"": 12.0, ""ring_size_2"": 6.0, ""ring_size_3"": 5.0, ""ring_size_4"": 4.0, ""ring_size_5"": 3.0, ""framework_density"": 11.8, ""largest_free_sphere"": 11.77572, ""accessible_volume_izc"": 37.79, ""largest_free_sphere_a"": 5.53573, ""largest_free_sphere_b"": 5.53573, ""largest_free_sphere_c"": 11.77572, ""largest_free_sphere_izc"": 12.12, ""largest_included_sphere"": 14.00654, ""largest_free_sphere_a_izc"": 6.0, ""largest_free_sphere_b_izc"": 6.0, ""largest_free_sphere_c_izc"": 12.12, ""largest_included_sphere_a"": 14.003, ""largest_included_sphere_b"": 14.003, ""largest_included_sphere_c"": 14.00654, ""largest_included_sphere_fsp"": 14.00654, ""largest_included_sphere_izc"": 14.46, ""chan_num_channels"": 1.0, ""density"": 1.17194, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
95,IRR,ITQ-21,,ITQ-44,ITQ-21,,mixed_phase,11.8,11.77572,37.79,14.00654,"{""volume"": 4426.975177933422, ""ring_size_0"": 18.0, ""ring_size_1"": 12.0, ""ring_size_2"": 6.0, ""ring_size_3"": 5.0, ""ring_size_4"": 4.0, ""ring_size_5"": 3.0, ""framework_density"": 11.8, ""largest_free_sphere"": 11.77572, ""accessible_volume_izc"": 37.79, ""largest_free_sphere_a"": 5.53573, ""largest_free_sphere_b"": 5.53573, ""largest_free_sphere_c"": 11.77572, ""largest_free_sphere_izc"": 12.12, ""largest_included_sphere"": 14.00654, ""largest_free_sphere_a_izc"": 6.0, ""largest_free_sphere_b_izc"": 6.0, ""largest_free_sphere_c_izc"": 12.12, ""largest_included_sphere_a"": 14.003, ""largest_included_sphere_b"": 14.003, ""largest_included_sphere_c"": 14.00654, ""largest_included_sphere_fsp"": 14.00654, ""largest_included_sphere_izc"": 14.46, ""chan_num_channels"": 1.0, ""density"": 1.17194, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
96,ITQ-21,,,ITQ-21,,,success,,,,,
97,IRR,ITQ-21,,ITQ-44,ITQ-21,,mixed_phase,11.8,11.77572,37.79,14.00654,"{""volume"": 4426.975177933422, ""ring_size_0"": 18.0, ""ring_size_1"": 12.0, ""ring_size_2"": 6.0, ""ring_size_3"": 5.0, ""ring_size_4"": 4.0, ""ring_size_5"": 3.0, ""framework_density"": 11.8, ""largest_free_sphere"": 11.77572, ""accessible_volume_izc"": 37.79, ""largest_free_sphere_a"": 5.53573, ""largest_free_sphere_b"": 5.53573, ""largest_free_sphere_c"": 11.77572, ""largest_free_sphere_izc"": 12.12, ""largest_included_sphere"": 14.00654, ""largest_free_sphere_a_izc"": 6.0, ""largest_free_sphere_b_izc"": 6.0, ""largest_free_sphere_c_izc"": 12.12, ""largest_included_sphere_a"": 14.003, ""largest_included_sphere_b"": 14.003, ""largest_included_sphere_c"": 14.00654, ""largest_included_sphere_fsp"": 14.00654, ""largest_included_sphere_izc"": 14.46, ""chan_num_channels"": 1.0, ""density"": 1.17194, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
98,IRR,ITQ-21,,ITQ-44,ITQ-21,,mixed_phase,11.8,11.77572,37.79,14.00654,"{""volume"": 4426.975177933422, ""ring_size_0"": 18.0, ""ring_size_1"": 12.0, ""ring_size_2"": 6.0, ""ring_size_3"": 5.0, ""ring_size_4"": 4.0, ""ring_size_5"": 3.0, ""framework_density"": 11.8, ""largest_free_sphere"": 11.77572, ""accessible_volume_izc"": 37.79, ""largest_free_sphere_a"": 5.53573, ""largest_free_sphere_b"": 5.53573, ""largest_free_sphere_c"": 11.77572, ""largest_free_sphere_izc"": 12.12, ""largest_included_sphere"": 14.00654, ""largest_free_sphere_a_izc"": 6.0, ""largest_free_sphere_b_izc"": 6.0, ""largest_free_sphere_c_izc"": 12.12, ""largest_included_sphere_a"": 14.003, ""largest_included_sphere_b"": 14.003, ""largest_included_sphere_c"": 14.00654, ""largest_included_sphere_fsp"": 14.00654, ""largest_included_sphere_izc"": 14.46, ""chan_num_channels"": 1.0, ""density"": 1.17194, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
99,IRR,,,ITQ-44,,,success,11.8,11.77572,37.79,14.00654,"{""volume"": 4426.975177933422, ""ring_size_0"": 18.0, ""ring_size_1"": 12.0, ""ring_size_2"": 6.0, ""ring_size_3"": 5.0, ""ring_size_4"": 4.0, ""ring_size_5"": 3.0, ""framework_density"": 11.8, ""largest_free_sphere"": 11.77572, ""accessible_volume_izc"": 37.79, ""largest_free_sphere_a"": 5.53573, ""largest_free_sphere_b"": 5.53573, ""largest_free_sphere_c"": 11.77572, ""largest_free_sphere_izc"": 12.12, ""largest_included_sphere"": 14.00654, ""largest_free_sphere_a_izc"": 6.0, ""largest_free_sphere_b_izc"": 6.0, ""largest_free_sphere_c_izc"": 12.12, ""largest_included_sphere_a"": 14.003, ""largest_included_sphere_b"": 14.003, ""largest_included_sphere_c"": 14.00654, ""largest_included_sphere_fsp"": 14.00654, ""largest_included_sphere_izc"": 14.46, ""chan_num_channels"": 1.0, ""density"": 1.17194, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
100,ITQ-43,ITQ-21,,ITQ-43,ITQ-21,,mixed_phase,,,,,
101,IRR,ITQ-21,,ITQ-44,ITQ-21,,mixed_phase,11.8,11.77572,37.79,14.00654,"{""volume"": 4426.975177933422, ""ring_size_0"": 18.0, ""ring_size_1"": 12.0, ""ring_size_2"": 6.0, ""ring_size_3"": 5.0, ""ring_size_4"": 4.0, ""ring_size_5"": 3.0, ""framework_density"": 11.8, ""largest_free_sphere"": 11.77572, ""accessible_volume_izc"": 37.79, ""largest_free_sphere_a"": 5.53573, ""largest_free_sphere_b"": 5.53573, ""largest_free_sphere_c"": 11.77572, ""largest_free_sphere_izc"": 12.12, ""largest_included_sphere"": 14.00654, ""largest_free_sphere_a_izc"": 6.0, ""largest_free_sphere_b_izc"": 6.0, ""largest_free_sphere_c_izc"": 12.12, ""largest_included_sphere_a"": 14.003, ""largest_included_sphere_b"": 14.003, ""largest_included_sphere_c"": 14.00654, ""largest_included_sphere_fsp"": 14.00654, ""largest_included_sphere_izc"": 14.46, ""chan_num_channels"": 1.0, ""density"": 1.17194, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
102,ITQ-43,,,ITQ-43,,,success,,,,,
103,IRR,ITQ-21,,ITQ-44,ITQ-21,,mixed_phase,11.8,11.77572,37.79,14.00654,"{""volume"": 4426.975177933422, ""ring_size_0"": 18.0, ""ring_size_1"": 12.0, ""ring_size_2"": 6.0, ""ring_size_3"": 5.0, ""ring_size_4"": 4.0, ""ring_size_5"": 3.0, ""framework_density"": 11.8, ""largest_free_sphere"": 11.77572, ""accessible_volume_izc"": 37.79, ""largest_free_sphere_a"": 5.53573, ""largest_free_sphere_b"": 5.53573, ""largest_free_sphere_c"": 11.77572, ""largest_free_sphere_izc"": 12.12, ""largest_included_sphere"": 14.00654, ""largest_free_sphere_a_izc"": 6.0, ""largest_free_sphere_b_izc"": 6.0, ""largest_free_sphere_c_izc"": 12.12, ""largest_included_sphere_a"": 14.003, ""largest_included_sphere_b"": 14.003, ""largest_included_sphere_c"": 14.00654, ""largest_included_sphere_fsp"": 14.00654, ""largest_included_sphere_izc"": 14.46, ""chan_num_channels"": 1.0, ""density"": 1.17194, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
104,IRR,ITQ-21,,ITQ-44,ITQ-21,,mixed_phase,11.8,11.77572,37.79,14.00654,"{""volume"": 4426.975177933422, ""ring_size_0"": 18.0, ""ring_size_1"": 12.0, ""ring_size_2"": 6.0, ""ring_size_3"": 5.0, ""ring_size_4"": 4.0, ""ring_size_5"": 3.0, ""framework_density"": 11.8, ""largest_free_sphere"": 11.77572, ""accessible_volume_izc"": 37.79, ""largest_free_sphere_a"": 5.53573, ""largest_free_sphere_b"": 5.53573, ""largest_free_sphere_c"": 11.77572, ""largest_free_sphere_izc"": 12.12, ""largest_included_sphere"": 14.00654, ""largest_free_sphere_a_izc"": 6.0, ""largest_free_sphere_b_izc"": 6.0, ""largest_free_sphere_c_izc"": 12.12, ""largest_included_sphere_a"": 14.003, ""largest_included_sphere_b"": 14.003, ""largest_included_sphere_c"": 14.00654, ""largest_included_sphere_fsp"": 14.00654, ""largest_included_sphere_izc"": 14.46, ""chan_num_channels"": 1.0, ""density"": 1.17194, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
105,ITQ-43,,,ITQ-43,,,success,,,,,
106,ITQ-43,ITQ-21,,ITQ-43,ITQ-21,,mixed_phase,,,,,
107,ITQ-21,,,ITQ-21,amorphous,,failed_amorphous,,,,,
108,IRR,,,ITQ-44,amorphous,,failed_amorphous,11.8,11.77572,37.79,14.00654,"{""volume"": 4426.975177933422, ""ring_size_0"": 18.0, ""ring_size_1"": 12.0, ""ring_size_2"": 6.0, ""ring_size_3"": 5.0, ""ring_size_4"": 4.0, ""ring_size_5"": 3.0, ""framework_density"": 11.8, ""largest_free_sphere"": 11.77572, ""accessible_volume_izc"": 37.79, ""largest_free_sphere_a"": 5.53573, ""largest_free_sphere_b"": 5.53573, ""largest_free_sphere_c"": 11.77572, ""largest_free_sphere_izc"": 12.12, ""largest_included_sphere"": 14.00654, ""largest_free_sphere_a_izc"": 6.0, ""largest_free_sphere_b_izc"": 6.0, ""largest_free_sphere_c_izc"": 12.12, ""largest_included_sphere_a"": 14.003, ""largest_included_sphere_b"": 14.003, ""largest_included_sphere_c"": 14.00654, ""largest_included_sphere_fsp"": 14.00654, ""largest_included_sphere_izc"": 14.46, ""chan_num_channels"": 1.0, ""density"": 1.17194, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
109,,,,amorphous,,,failed_amorphous,,,,,
110,IRR,ITQ-21,,ITQ-44,ITQ-21,,mixed_phase,11.8,11.77572,37.79,14.00654,"{""volume"": 4426.975177933422, ""ring_size_0"": 18.0, ""ring_size_1"": 12.0, ""ring_size_2"": 6.0, ""ring_size_3"": 5.0, ""ring_size_4"": 4.0, ""ring_size_5"": 3.0, ""framework_density"": 11.8, ""largest_free_sphere"": 11.77572, ""accessible_volume_izc"": 37.79, ""largest_free_sphere_a"": 5.53573, ""largest_free_sphere_b"": 5.53573, ""largest_free_sphere_c"": 11.77572, ""largest_free_sphere_izc"": 12.12, ""largest_included_sphere"": 14.00654, ""largest_free_sphere_a_izc"": 6.0, ""largest_free_sphere_b_izc"": 6.0, ""largest_free_sphere_c_izc"": 12.12, ""largest_included_sphere_a"": 14.003, ""largest_included_sphere_b"": 14.003, ""largest_included_sphere_c"": 14.00654, ""largest_included_sphere_fsp"": 14.00654, ""largest_included_sphere_izc"": 14.46, ""chan_num_channels"": 1.0, ""density"": 1.17194, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
111,,,,amorphous,,,failed_amorphous,,,,,
112,ITQ-21,,,ITQ-21,,,success,,,,,
113,ITQ-21,,,ITQ-21,,,success,,,,,
114,,,,amorphous,,,failed_amorphous,,,,,
115,ITQ-21,,,ITQ-21,amorphous,,failed_amorphous,,,,,
116,IRR,ITQ-21,,ITQ-44,ITQ-21,,mixed_phase,11.8,11.77572,37.79,14.00654,"{""volume"": 4426.975177933422, ""ring_size_0"": 18.0, ""ring_size_1"": 12.0, ""ring_size_2"": 6.0, ""ring_size_3"": 5.0, ""ring_size_4"": 4.0, ""ring_size_5"": 3.0, ""framework_density"": 11.8, ""largest_free_sphere"": 11.77572, ""accessible_volume_izc"": 37.79, ""largest_free_sphere_a"": 5.53573, ""largest_free_sphere_b"": 5.53573, ""largest_free_sphere_c"": 11.77572, ""largest_free_sphere_izc"": 12.12, ""largest_included_sphere"": 14.00654, ""largest_free_sphere_a_izc"": 6.0, ""largest_free_sphere_b_izc"": 6.0, ""largest_free_sphere_c_izc"": 12.12, ""largest_included_sphere_a"": 14.003, ""largest_included_sphere_b"": 14.003, ""largest_included_sphere_c"": 14.00654, ""largest_included_sphere_fsp"": 14.00654, ""largest_included_sphere_izc"": 14.46, ""chan_num_channels"": 1.0, ""density"": 1.17194, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
117,ITQ-43,,,ITQ-43,amorphous,,failed_amorphous,,,,,
118,ITQ-21,,,ITQ-21,,,success,,,,,
119,,,,amorphous,,,failed_amorphous,,,,,
120,ITQ-43,,,ITQ-43,amorphous,,failed_amorphous,,,,,
121,ITQ-43,ITQ-21,,ITQ-43,ITQ-21,,mixed_phase,,,,,
122,,,,amorphous,,,failed_amorphous,,,,,
123,,,,amorphous,,,failed_amorphous,,,,,
124,,,,amorphous,,,failed_amorphous,,,,,
125,,,,amorphous,,,failed_amorphous,,,,,
126,,,,amorphous,,,failed_amorphous,,,,,
127,,,,amorphous,,,failed_amorphous,,,,,
128,,,,amorphous,,,failed_amorphous,,,,,
129,,,,amorphous,,,failed_amorphous,,,,,
130,,,,amorphous,,,failed_amorphous,,,,,
131,,,,amorphous,,,failed_amorphous,,,,,
132,,,,amorphous,,,failed_amorphous,,,,,
133,,,,amorphous,,,failed_amorphous,,,,,
134,,,,amorphous,,,failed_amorphous,,,,,
135,,,,amorphous,,,failed_amorphous,,,,,
136,,,,amorphous,,,failed_amorphous,,,,,
137,IRR,,,ITQ-44,,,success,11.8,11.77572,37.79,14.00654,"{""volume"": 4426.975177933422, ""ring_size_0"": 18.0, ""ring_size_1"": 12.0, ""ring_size_2"": 6.0, ""ring_size_3"": 5.0, ""ring_size_4"": 4.0, ""ring_size_5"": 3.0, ""framework_density"": 11.8, ""largest_free_sphere"": 11.77572, ""accessible_volume_izc"": 37.79, ""largest_free_sphere_a"": 5.53573, ""largest_free_sphere_b"": 5.53573, ""largest_free_sphere_c"": 11.77572, ""largest_free_sphere_izc"": 12.12, ""largest_included_sphere"": 14.00654, ""largest_free_sphere_a_izc"": 6.0, ""largest_free_sphere_b_izc"": 6.0, ""largest_free_sphere_c_izc"": 12.12, ""largest_included_sphere_a"": 14.003, ""largest_included_sphere_b"": 14.003, ""largest_included_sphere_c"": 14.00654, ""largest_included_sphere_fsp"": 14.00654, ""largest_included_sphere_izc"": 14.46, ""chan_num_channels"": 1.0, ""density"": 1.17194, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
138,,,,,,,failed_amorphous,,,,,
139,IWW,,,ITQ-22,,,success,16.6,5.5659,15.3,6.17643,"{""volume"": 6668.541441089689, ""ring_size_0"": 12.0, ""ring_size_1"": 10.0, ""ring_size_2"": 8.0, ""ring_size_3"": 6.0, ""ring_size_4"": 5.0, ""ring_size_5"": 4.0, ""framework_density"": 16.6, ""largest_free_sphere"": 5.5659, ""accessible_volume_izc"": 15.3, ""largest_free_sphere_a"": 4.44828, ""largest_free_sphere_b"": 4.44828, ""largest_free_sphere_c"": 5.5659, ""largest_free_sphere_izc"": 6.25, ""largest_included_sphere"": 6.17643, ""largest_free_sphere_a_izc"": 4.91, ""largest_free_sphere_b_izc"": 4.91, ""largest_free_sphere_c_izc"": 6.25, ""largest_included_sphere_a"": 6.17643, ""largest_included_sphere_b"": 6.17643, ""largest_included_sphere_c"": 6.07662, ""largest_included_sphere_fsp"": 6.07662, ""largest_included_sphere_izc"": 7.07, ""chan_num_channels"": 1.0, ""density"": 1.6757, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
140,,,,,,,failed_amorphous,,,,,
141,POS,,,PKU-16,,,success,15.5,6.22026,19.86,6.62043,"{""volume"": 4043.522960658313, ""ring_size_0"": 12.0, ""ring_size_1"": 11.0, ""ring_size_2"": 6.0, ""ring_size_3"": 5.0, ""ring_size_4"": 4.0, ""framework_density"": 15.5, ""largest_free_sphere"": 6.22026, ""accessible_volume_izc"": 19.86, ""largest_free_sphere_a"": 4.63009, ""largest_free_sphere_b"": 4.63009, ""largest_free_sphere_c"": 6.22026, ""largest_free_sphere_izc"": 6.58, ""largest_included_sphere"": 6.62043, ""largest_free_sphere_a_izc"": 5.68, ""largest_free_sphere_b_izc"": 5.68, ""largest_free_sphere_c_izc"": 6.58, ""largest_included_sphere_a"": 6.61388, ""largest_included_sphere_b"": 6.61388, ""largest_included_sphere_c"": 6.61388, ""largest_included_sphere_fsp"": 6.61388, ""largest_included_sphere_izc"": 7.27, ""chan_num_channels"": 1.0, ""density"": 1.57917, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
142,,,,,,,failed_amorphous,,,,,
